incident_id,category,date_start,date_end,date_confidence,status,primary_area,areas_affected,region_or_ward,asset_type,suspected_cause,source_name,source_url,notes,lat,lon,geocode_precision,WardID,WardLabel
INC-2026-006,vandalism,2026-06-22,,approximate (using data-pull/snapshot date of 2026-06-22; exact incident start date not isolated from source),active/unresolved,Eersterust Reservoir,Eersterust,Region (Eersterust) - ward TBD,reservoir infrastructure,vandalism,"City of Tshwane (X), via ourpower.co.za",https://www.ourpower.co.za/water-outages/tshwane,,-25.7076819,28.3159252,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900043,TSH_43
INC-2026-007,planned_maintenance,2026-06-22,,approximate (using data-pull/snapshot date of 2026-06-22; exact incident start date not isolated from source),planned/scheduled,Rosslyn & Klerksoord Industrial,Rosslyn; Klerksoord,Region (Rosslyn) - ward TBD,planned interruption - reason not detailed,"planned, not a failure","City of Tshwane (X), via ourpower.co.za",https://www.ourpower.co.za/water-outages/tshwane,Planned works are not failure events but can be logged as a secondary 'utility-flagged risk area' signal.,-25.6269091,28.0963666,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900037,TSH_37
INC-2019-001,unplanned_burst,2019-08-30,2019-09-02,confirmed,resolved,Fountains (south Pretoria CBD),"Sunnyside; Arcadia; Clydesdale (~2,500 people affected, incl. schools and hospitals)",TSH_59,"1000mm HDPE pipe, Salvokop/Salvation Reservoir feeder line -- earliest confirmed burst on the trunk main that recurs at Salvokop (TSH_80, INC-2020-001/INC-2020-002) and Bosman Station (TSH_58, INC-2024-001/INC-2025-001/INC-2026-001)",not stated in source (pipe burst),TimesLive; The Citizen/Rekord,https://www.timeslive.co.za/news/south-africa/2019-08-30-more-than-2000-in-pretoria-without-water-after-major-pipe-burst/ ; https://www.citizen.co.za/rekord/news-headlines/2019/09/03/repairs-to-sunnyside-burst-pipe-complete/,"First confirmed burst in the multi-year Salvokop/Bosman Station 1000mm trunk-line pattern. Explicitly referenced as ""the pipe that burst in August last year"" in Feb 2020 reporting (INC-2020-001), confirming same physical asset across wards.",-25.7813206,28.1936306,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900059,TSH_59
INC-2020-001,unplanned_burst,2020-02-27,,confirmed (exact time given: ~14:30 Thursday),resolved (presumed -- exact restoration date not confirmed in sources),Salvokop,Sunnyside; Salvokop; Arcadia; Clydesdale; southern Pretoria CBD; health facilities; old age homes; govt depts; tertiary institutions; embassies; hotels,TSH_80,"1000mm HDPE/plastic pipe from Salvokop reservoir -- same asset as INC-2019-001 (Fountains, ~6km downstream) and recurs again at this same ward in INC-2020-002",not stated in source (pipe burst); city confirmed it as a recurrence of the same pipe that burst in Aug 2019,The Citizen/Rekord; IOL,https://rekord.co.za/235915/watch-taps-dry-parts-pretoria-pipe-bursts/ ; https://rekord.co.za/236127/taps-still-dry-parts-pretoria-pipe-bursts/ ; https://www.iol.co.za/pretoria-news/burst-salvokop-pipeline-sees-massive-water-crisis-in-tshwane-43985349,"Second confirmed burst at this corridor. City spokesperson explicitly confirmed this was the same 1000mm pipe that burst in Aug 2019 (INC-2019-001) at Fountains. Second occurrence at TSH_80 within 2020 (see also INC-2020-002, ~8 months later).",-25.760188,28.1821197,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900080,TSH_80
INC-2020-002,unplanned_burst,2020-10-03,,confirmed (multiple independent outlets),resolved (presumed -- exact restoration date not confirmed in sources),Salvokop,"Pretoria CBD; Sunnyside; Salvokop; Arcadia; Clydesdale (~50,000 residents per IOL headline)",TSH_80,"1000mm HDPE/plastic pipe from Salvokop reservoir -- third confirmed burst on this trunk line; initial leak Sat Oct 3, second rupture at a different spot on the same pipe Mon Oct 5","City head administrator Mpho Nawa stated there was ""no proper maintenance done on the pipe"" -- one of the few direct official root-cause admissions in the dataset",The Citizen/Rekord; IOL,https://rekord.co.za/352909/watch-salvokop-water-pipe-repairs-to-take-few-days/ ; https://www.iol.co.za/pretoria-news/news/thousands-in-pretoria-cbd-without-water-after-burst-pipe-shut-down-in-fountains-area-b06bd0de-7060-494c-8cae-0d6741d0c51a,"Third confirmed burst at the TSH_80/TSH_59 corridor (after INC-2019-001, INC-2020-001) within 14 months. Official quote on poor maintenance is notably direct for this dataset.",-25.760188,28.1821197,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900080,TSH_80
INC-2022-101,unplanned_unspecified,2022-09-13,,confirmed (official City media release),presumed resolved (not confirmed in source),Bronkhorstspruit,City of Tshwane prioritising Bronkhorstspruit water challenges,TSH_105 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=29282,Series of water leaks across Bronkhorstspruit town that occurred during a labour work-stoppage the preceding week. Manually added -- found via body-aware review. NOTE: predates the real panel date range (starts Oct 2022) -- will not affect current model training until the panel window is extended back. [scope=localized; geocode_flag=PREDATES PANEL WINDOW (panel starts Oct 2022) -- leaks during a labour work-stoppage],-25.8048502,28.7524051,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900105,TSH_105
INC-2022-102,unplanned_unspecified,2022-09-13,,confirmed (official City media release),presumed resolved (not confirmed in source),Centurion (Gerhardsville),Water supply interruption in parts of Centurion,TSH_61 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=29297,"Leaking pipe in Gerhardsville, Centurion. Affected: Copperleaf, Gerhardsville, Mnandi. Manually added -- found via body-aware review. NOTE: predates the real panel date range (starts Oct 2022) -- will not affect current model training until the panel window is extended back. [scope=localized; geocode_flag=PREDATES PANEL WINDOW (panel starts Oct 2022) -- leaking pipe in Gerhardsville]",-25.8524896,28.0273914,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900061,TSH_61
INC-2022-103,unplanned_unspecified,2022-10-12,,confirmed (official City media release),presumed resolved (not confirmed in source),Bronkhorstspruit,EMERGENCY WATER SUPPLY INTERRUPTION: BRONKHORSTSPRUIT WATER PURIFICATION PLANT – 12 October 2022,TSH_105 (geocoded),Bronkhorstspruit Water Purification Plant,not stated in source (plant-level emergency interruption),City of Tshwane (official media release),https://www.tshwane.gov.za/?p=31077,"A water supply interruption is scheduled for 12 October 2022 for six hours from 21:00 to 3:00 to install a 700 SAFMAG raw water inlet meter at Bronkhorstspruit Water Purification Plant. The following areas will be affected: Bronkhorstspruit Cultura Park Ext 11 Ekandustria (all extensions) Ekangala A, B, C, D, E and F (all extensions) Erasmus (all extensions) Hondsrivier Kristalpark Kungwini Hills Medpark Ovipropark Rethabiseng (all extensions) Riamarpark (all extensions) Tweespruit Landgoed (all [scope=localized; geocode_flag=]",-25.8048502,28.7524051,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900105,TSH_105
INC-2022-104,unplanned_unspecified,2022-11-15,,confirmed (official City media release),presumed resolved (not confirmed in source),Montana,Update on parts of Region 2 affected by water interruptions,TSH_5 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=33719,"On Thursday, 10 November 2022, the City’s water distribution team in Region 2 was alerted to a ruptured pipeline in Montana, north east of the Pretoria CBD. The team worked devotedly and managed to restore water to the affected Bougainvilla Retirement Village in Montana. However, on Saturday morning, 12 November 2022, another leak was detected on a different spot that affected residents of the same retirement village and a block of households along Rainstick Street in Montana Gardens. A recent b [scope=localized; geocode_flag=Ruptured pipeline in Montana, Region 2; second leak detected days later]",-25.6713549,28.243326,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900005,TSH_5
INC-2023-101,vandalism,2023-02-24,,confirmed (official City media release),presumed resolved (not confirmed in source),not applicable - see notes/scope,Update – Vandalism affecting pipelines to Rand Water’s booster stations.,Area not yet identified from notes - pending manual review,not stated in source / pending notes review,vandalism affecting Rand Water booster station pipelines,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=51356,"VANDALISM AFFECTING PIPELINES TO RAND WATER’S BOOSTER STATIONS Tshwane residents are informed about an emergency shutdown of the Rand Water supply in order to carry out repairs to its pipeline components that were vandalised yesterday evening. According to the water utility, the isolating valves for the meter that supplies the City of Ekurhuleni’s Edenpark were damaged and, as a result, 52% of pumping to Palmiet Booster Pumping Station and 27% of pumping to Mapleton Booster Pumping Station will  [scope=needs_review; geocode_flag=Check notes column for the specific pipeline/area named]",,,,,
INC-2023-102,unplanned_unspecified,2023-02-28,,confirmed (official City media release),presumed resolved (not confirmed in source),Bronkhorstspruit,Bronkhorstspruit Water Treatment Plant operating at low capacity,TSH_105 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=51483,"The residents of Bronkhorstspruit and nearby areas are informed about an interruption of operations at the Bronkhorstspruit Water Treatment Plant. The said plant has been operating at very low capacity over the last three weeks as a result of equipment failure at the raw water pump station and unforeseen power outages. These challenges have affected the plant negatively and resulted in a low capacity of water produced at the plant. Repair work is currently underway, however, delays to complete t [scope=localized; geocode_flag=Equipment failure at raw water pump station]",-25.8048502,28.7524051,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900105,TSH_105
INC-2023-103,unplanned_unspecified,2023-03-17,,confirmed (official City media release),presumed resolved (not confirmed in source),Mabopane,Emergency shutdown of water supply to Mabopane Block UX,TSH_22 (geocoded),not stated in source,not stated in source (emergency shutdown),City of Tshwane (official media release),https://www.tshwane.gov.za/?p=52366,"On 17 March 2023, the City of Tshwane will carry out an emergency shutdown of the water supply to repair a 500 mm pipe in Mabopane Block UX. This urgent work is expected to take nine hours to complete, from 08:00 until 17:00. Odi Hospital and the following areas will be affected: Mabopane Block UX, V, T and R Odinburg Gardens During the shutdown, the Odi Hospital Reservoir supply line, from which the leak emanates, will be isolated. The City of Tshwane apologises for the inconvenience that may b [scope=localized; geocode_flag=]",-25.5130652,28.0402843,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900022,TSH_22
INC-2023-104,unplanned_burst,2023-04-12,,confirmed (official City media release),excluded_external_bulk_supply,not applicable - see notes/scope,EMERGENCY REPAIRS TO RAND WATER B8 PIPELINE WATER LEAK,Area not yet identified from notes - pending manual review,Rand Water B8 bulk pipeline,pipeline leak,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=53331,"The City of Tshwane has been notified by Rand Water about emergency repair work on a major water leak on their B8 pipeline from Zuikerbosch Water Treatment Plant to Mapleton Booster Pumping Station tomorrow, 12 April 2023. According to the water utility, the leak is increasingly serious and will result in an increase of non-revenue water as well as possible flooding of the electromagnetic equipment which are currently submerged under water. The repair will take eight hours from 04:00 to 12:00 to [scope=needs_review; geocode_flag=Check notes column for which suburb the B8 pipeline serves]",,,,,
INC-2023-105,unplanned_burst,2023-05-10,,confirmed (official City media release),presumed resolved (not confirmed in source),Laudium,Urgent repair of Laudium Reservoir main feeder pipe,TSH_61 (geocoded),Laudium Reservoir main feeder pipe,not stated in source (urgent pipe repair),City of Tshwane (official media release),https://www.tshwane.gov.za/?p=55616,"Yesterday afternoon, 9 May 2023, the outgoing pipe of Laudium Reservoir was badly damaged by the contractor responsible for upgrading work at the reservoir. Unfortunately, the operational team cannot isolate the pipe at the reservoir because of technical challenges. This means that the reservoir needs to drain completely before we can begin repairing the reservoir. Our operational team was on-site this morning at 06:00 to confirm whether the reservoir had drained so that work could start, but th [scope=localized; geocode_flag=]",-25.7835856,28.0976369,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900061,TSH_61
INC-2023-106,quality_shutdown,2023-05-22,,confirmed (official City media release),resolved,Hammanskraal,COMMUNITIES IN HAMMANSKRAAL AND SURROUNDING AREAS URGED NOT TO DRINK WATER FROM TAPS FOLLOWING AN OUTBREAK,TSH_49 (geocoded),Temba Water Treatment Works (raw-water quality) -- original May 2023 cholera outbreak warning,cholera outbreak linked to contaminated piped water,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=56430,"The City of Tshwane would like to urge communities in Hammanskraal and surrounding areas not to use water from taps for drinking purposes following an outbreak in the area. While the water supplied by the City in Hammanskraal is not potable, the City provides drinkable water through 52 water tankers to informal settlements three times a week and 40 water trucks to formal areas daily in Region 2. This is done to ensure that communities have safe drinking water. The City regularly conducts tests o [scope=localized; geocode_flag=POSSIBLE DUPLICATE -- check this isn't already in batch1 (May 2023 cholera outbreak)]",-25.4131348,28.2579513,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900049,TSH_49
INC-2023-107,unplanned_unspecified,2023-05-24,,confirmed (official City media release),presumed resolved (not confirmed in source),Mabopane,Water supply interruption affecting Mabopane and nearby areas,TSH_22 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=56720,"The City of Tshwane’s maintenance team of plumbers in Region 1, north of Tshwane, is currently attending to a major leak on a 400 mm water distribution pipeline in Mabopane, next to Odi Stadium. The said leak is located near a wetland, which delays the repairs due to the accessibility of the site. The following areas are experiencing intermitted to no water supply: Block B Block D Midas Morula View Currently, only high-lying areas are affected. Water bowsers have been dispatched to supply the af [scope=localized; geocode_flag=Major leak on 400mm pipeline near Odi Stadium, complicated by adjacent wetland]",-25.5130652,28.0402843,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900022,TSH_22
INC-2023-108,unplanned_burst,2023-06-22,,confirmed (official City media release),presumed resolved (not confirmed in source),Leeuwfontein,Emergency repairs on the water supply pipeline in Leeuwfontein,TSH_87 (geocoded),"water supply pipeline, Leeuwfontein",not stated in source (emergency pipeline repair),City of Tshwane (official media release),https://www.tshwane.gov.za/?p=58076,"The City of Tshwane has received a notification from Magalies Water about a service interruption at the Wallmannsthal Water Supply Scheme today, 22 June 2023 , from 09:00 until 19:00 . During this period, the water supply scheme will conduct emergency repair work on the Leeuwfontein pipeline. The following areas will be affected: · Baviaanspoort · Mooikloof Golf Club · Bosveld Park · Paardefontein 282-JR · Buffelsdrift 281-JR · Pebble Rock · Derdepoort (all extensions) · Pumulani · Die Grasdak · [scope=localized; geocode_flag=]",-25.6623247,28.3824016,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900087,TSH_87
INC-2023-109,power_failure,2023-06-26,,confirmed (official City media release),presumed resolved (not confirmed in source),not applicable - see notes/scope,Tshwane affected by power failures impacting on Rand Water supply infrastructure,Metro-wide impact via bulk supply chain - no single ward applies,Rand Water bulk supply infrastructure (unspecified station),power failure affecting Rand Water bulk supply,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=58155,"The City of Tshwane has been notified by Rand Water about inconsistent supply challenges that are underway, affecting Tshwane and other municipalities. This follows a number of power failures and trips experienced during June 2023 at the Vereeniging and Zuikerbosch Water Treatment Plants as well as at the Palmiet, Eikenhof and Mapleton Booster Pumping Stations. Due to these power failures, the entire water utility system has felt a knock-on effect of unstable supply. This resulted in the depleti [scope=bulk_supply_metro_wide; geocode_flag=Affects Tshwane broadly via bulk supply chain, no single point]",,,,,
INC-2023-110,unplanned_unspecified,2023-07-14,,confirmed (official City media release),presumed resolved (not confirmed in source),Marabastad,Water supply interruption affecting Marabastad and nearby areas,TSH_58 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=59212,"14 July 2023 The City of Tshwane is aware of a water supply interruption that has affected the Marabastad vicinity. A team of technicians had to shut down the water supply yesterday to effect the necessary repair work on a burst water pipe in Marabastad. The team has managed to conclude repairs just after noon today and the water supply has been opened. However, given that the system was empty, the network still needs to fill up before the supply normalises. The City pleads for patience during t [scope=localized; geocode_flag=Burst water pipe]",-25.7394229,28.1758982,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900058,TSH_58
INC-2023-111,power_failure,2023-07-14,,confirmed (official City media release),presumed resolved (not confirmed in source),not applicable - see notes/scope,Power trip at Mapleton Booster Pumping Station affects water supply to Tshwane,Outside Tshwane metro boundary (Rand Water bulk infrastructure) - not ward-applicable,Rand Water Mapleton Booster Pumping Station (outside Tshwane),power trip,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=59216,"14 July 2023 The water utility, Rand Water, has informed the City of Tshwane that an additional power trip occurred last night, 13 July 2023, at Mapleton Booster Pumping Station affecting water pumping capacity at Engine Room 1. The Mapleton Booster Pumping Station pumps water that supplies Rand Water reservoirs in Pretoria East. According to the utility, technicians are on-site busy with fault finding and therefore the estimated time of restoration is not yet available. The power interruption h [scope=outside_tshwane; geocode_flag=Mapleton is ~50km south, near southern Johannesburg]",,,,,
INC-2023-112,unplanned_unspecified,2023-07-20,,confirmed (official City media release),presumed resolved (not confirmed in source),Waterkloof (Jan Shoba St),Unplanned water supply interruption affecting several parts in Region 3,TSH_56 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=59290,"The City of Tshwane is aware of a water supply interruption that has affected parts of Region 3. A team of technicians had to shut down the water supply yesterday evening at Waterkloof Reservoir to effect the necessary repair work on a damaged water pipe along Jan Shoba Street. The following areas are affected: Bailey’s Muckleneuk Brooklyn Groenkloof Lynnwood Menlo Park Nieuw Muckleneuk Waterkloof The team has managed to conclude repairs this morning and the water supply has been opened. However [scope=localized; geocode_flag=Per needs_review notes: has a clean single point (Waterkloof Reservoir, Jan Shoba St repair site) despite the multi-suburb affected list -- same single-point-repair-with-multi-suburb-impact pattern as other localized incidents. Previously mis-set to 'multi_ward' (no lat/lon), which silently dropped this target_positive incident from the panel entirely -- the notes file already recommended this fix but it was never applied to the script.]",-25.7553876,28.2395099,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900056,TSH_56
INC-2023-113,power_failure,2023-08-25,,confirmed (official City media release),resolved,not applicable - see notes/scope,Power dip affecting the Rand Water Zuikerbosch Treatment Plant resolved,Outside Tshwane metro boundary (Rand Water bulk infrastructure) - not ward-applicable,Rand Water Zuikerbosch Treatment Plant (outside Tshwane),power dip,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=59744,"Media alert 25 August 2023 The City of Tshwane is aware of certain areas within the metropolitan municipality experiencing low water pressure to no water at all as of today, 25 August 2023. The water shortages are a result of Rand Water’s Zuikerbosch Water Treatment Plant having suffered a power dip that resulted in the operational failure of the plant, which simply means that it could not pump. The power dip resulted in the depletion of the following Rand Water systems: Zwartkopjes System Eiken [scope=outside_tshwane; geocode_flag=Zuikerbosch is in Vereeniging]",,,,,
INC-2023-114,unplanned_unspecified,2023-09-21,,confirmed (official City media release),presumed resolved (not confirmed in source),Sunnyside / Salvokop,Water supply interruption affecting Sunnyside and surrounding areas,TSH_80 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=60704,Media alert 21 September 2023 The City of Tshwane is aware of a water supply interruption impacting Sunnyside and surrounding areas. The City’s team of technicians had to shut down the water supply in order to effect repairs on a continuous water leak in the Salvokop Reservoir supply zone. The water supply will be restored as soon as the repairs are concluded. The following areas are affected: Arcadia Part of Muckleneuk (north of the railway line) Part of the Pretoria CBD (south of Minnaar Stree [scope=localized; geocode_flag=Continuous water leak in Salvokop Reservoir supply zone],-25.760188,28.1821197,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900080,TSH_80
INC-2023-115,weather_related,2023-09-21,,confirmed (official City media release),presumed resolved (not confirmed in source),not applicable - see notes/scope,Rand Water’s Zuikerbosch Water Treatment Plant affected by severe thunderstorm,Outside Tshwane metro boundary (Rand Water bulk infrastructure) - not ward-applicable,Rand Water Zuikerbosch Treatment Plant (outside Tshwane),severe thunderstorm damage,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=60821,"On Thursday, 21 September 2023, Rand Water informed the City of Tshwane about their Zuikerbosch Water Treatment Plant that had experienced a power trip which affected production. This follows disruptions in operations due to a severe thunderstorm that occurred around midnight on Tuesday, 19 September 2023. Attempts to restart the plant revealed faults along the overhead power lines supplying the plant. The power failure resulted in the loss in production of 2 000 million litres of water per day. [scope=outside_tshwane; geocode_flag=Zuikerbosch is in Vereeniging]",,,,,
INC-2023-116,unplanned_unspecified,2023-11-03,,confirmed (official City media release),presumed resolved (not confirmed in source),Mamelodi,Unplanned water supply interruption affecting Mamelodi and nearby areas,TSH_97 (geocoded),not stated in source,not stated in source,City of Tshwane (official media release),https://www.tshwane.gov.za/?p=63605,"The City of Tshwane Water and Sanitation Department team of plumbers is attending to a major water leak on the bulk pipeline which supplies the Mamelodi R3 and R4 Reservoirs. The team is currently scouring the bulk pipeline and, once the supply line is empty, repair work will be effected immediately. The following areas are affected: Franspoort 332-JR Gem Valley Ext 1, 2, 3, 4 and 16 Glenway Estate Leeuwfontein 299-JR and 427-JR Lusaka Mahube Valley Mahube Valley Ext 1, 2, 3, 20, 21, 32 and 33 M [scope=localized; geocode_flag=]",-25.7234441,28.4221519,"area-centroid (Google Places) - NOT exact incident location, good enough for ward tagging only",79900097,TSH_97
