incident_id,date,title,classification,source_url,notes
52366,2023-03-17T08:53:25,Emergency shutdown of water supply to Mabopane Block UX,incident_candidate,https://www.tshwane.gov.za/?p=52366,"On 17 March 2023, the City of Tshwane will carry out an emergency shutdown of the water supply to repair a 500 mm pipe in Mabopane Block UX. This urgent work is expected to take nine hours to complete, from 08:00 until 17:00. Odi Hospital and the following areas will be affected: Mabopane Block UX, V, T and R Odinburg Gardens During the shutdown, the Odi Hospital Reservoir supply line, from which the leak emanates, will be isolated. The City of Tshwane apologises for the inconvenience that may b"
53304,2023-04-11T13:29:04,City of Tshwane Health Department on high alert following rising cholera cases in Gauteng,incident_candidate,https://www.tshwane.gov.za/?p=53304,"The City of Tshwane Health Department remains alert to rising cholera cases in Gauteng. On 29 March 2023, the Gauteng Department of Health communicated that three new cases were detected in Diepsloot and one was detected in Katlehong. Worth mentioning is that all four cases followed baptism ceremonies at the Jukskei River and Klip River. Cholera is an intestinal bacterial infection spread through drinking contaminated water or consuming contaminated food. Symptoms such as severe diarrhoea, nause"
53331,2023-04-12T07:15:00,EMERGENCY REPAIRS TO RAND WATER B8 PIPELINE WATER LEAK,incident_candidate,https://www.tshwane.gov.za/?p=53331,"The City of Tshwane has been notified by Rand Water about emergency repair work on a major water leak on their B8 pipeline from Zuikerbosch Water Treatment Plant to Mapleton Booster Pumping Station tomorrow, 12 April 2023. According to the water utility, the leak is increasingly serious and will result in an increase of non-revenue water as well as possible flooding of the electromagnetic equipment which are currently submerged under water. The repair will take eight hours from 04:00 to 12:00 to"
55616,2023-05-10T10:54:39,Urgent repair of Laudium Reservoir main feeder pipe,incident_candidate,https://www.tshwane.gov.za/?p=55616,"Yesterday afternoon, 9 May 2023, the outgoing pipe of Laudium Reservoir was badly damaged by the contractor responsible for upgrading work at the reservoir. Unfortunately, the operational team cannot isolate the pipe at the reservoir because of technical challenges. This means that the reservoir needs to drain completely before we can begin repairing the reservoir. Our operational team was on-site this morning at 06:00 to confirm whether the reservoir had drained so that work could start, but th"
56430,2023-05-22T10:35:35,COMMUNITIES IN HAMMANSKRAAL AND SURROUNDING AREAS URGED NOT TO DRINK WATER FROM TAPS FOLLOWING AN OUTBREAK,incident_candidate,https://www.tshwane.gov.za/?p=56430,"The City of Tshwane would like to urge communities in Hammanskraal and surrounding areas not to use water from taps for drinking purposes following an outbreak in the area. While the water supplied by the City in Hammanskraal is not potable, the City provides drinkable water through 52 water tankers to informal settlements three times a week and 40 water trucks to formal areas daily in Region 2. This is done to ensure that communities have safe drinking water. The City regularly conducts tests o"
56626,2023-05-23T13:34:58,UPDATE: CITY TESTING ON MULTIPLE SITES INDICATE ZERO CHOLERA DETECTED FROM PIPED WATER SUPPLY,incident_candidate,https://www.tshwane.gov.za/?p=56626,"The City of Tshwane has received the results from sampling testing taken from multiple sites around Temba and Hammanskraal pertaining to tracing the cholera outbreak. Multiple reservoirs, fire hydrants, primary schools, clinics and other locations that receive water from Temba Water Treatment Plant were tested. All of these tests have conclusively indicated that there are no microbiological contaminants that point to E. Coli or faecal coliforms that can be linked to the cholera outbreak. This me"
56641,2023-05-23T15:01:57,Human Settlements Department ramps up water provision through water tankers to Hammanskraal after cholera outbreak,incident_candidate,https://www.tshwane.gov.za/?p=56641,"Following the outbreak of cholera in the Hammanskraal area, I have instructed the Human Settlements Department to increase the provision of water tankers from three days to five days a week in the affected areas until 31 May 2023. The City will then assess the need to continue with the increased days. The allotted days for the provision of water tankers are Monday, Tuesday, Wednesday, Friday and Sunday. The following areas are affected: Bridgeview Chris Hani Block G (Erf 3742 and 10442, Kudube U"
56720,2023-05-24T14:34:40,Water supply interruption affecting Mabopane and nearby areas,incident_candidate,https://www.tshwane.gov.za/?p=56720,"The City of Tshwane’s maintenance team of plumbers in Region 1, north of Tshwane, is currently attending to a major leak on a 400 mm water distribution pipeline in Mabopane, next to Odi Stadium. The said leak is located near a wetland, which delays the repairs due to the accessibility of the site. The following areas are experiencing intermitted to no water supply: Block B Block D Midas Morula View Currently, only high-lying areas are affected. Water bowsers have been dispatched to supply the af"
58076,2023-06-22T08:43:34,Emergency repairs on the water supply pipeline in Leeuwfontein,incident_candidate,https://www.tshwane.gov.za/?p=58076,"The City of Tshwane has received a notification from Magalies Water about a service interruption at the Wallmannsthal Water Supply Scheme today, 22 June 2023 , from 09:00 until 19:00 . During this period, the water supply scheme will conduct emergency repair work on the Leeuwfontein pipeline. The following areas will be affected: · Baviaanspoort · Mooikloof Golf Club · Bosveld Park · Paardefontein 282-JR · Buffelsdrift 281-JR · Pebble Rock · Derdepoort (all extensions) · Pumulani · Die Grasdak ·"
58155,2023-06-26T10:14:32,Tshwane affected by power failures impacting on Rand Water supply infrastructure,incident_candidate,https://www.tshwane.gov.za/?p=58155,"The City of Tshwane has been notified by Rand Water about inconsistent supply challenges that are underway, affecting Tshwane and other municipalities. This follows a number of power failures and trips experienced during June 2023 at the Vereeniging and Zuikerbosch Water Treatment Plants as well as at the Palmiet, Eikenhof and Mapleton Booster Pumping Stations. Due to these power failures, the entire water utility system has felt a knock-on effect of unstable supply. This resulted in the depleti"
58594,2023-07-03T15:27:09,Update at 12:30: Tshwane water supply continues to be affected by power failures impacting on Rand Water infrastructure,incident_candidate,https://www.tshwane.gov.za/?p=58594,"The City of Tshwane has observed an improvement in most of the reservoirs that were affected over the weekend, such as the Garsfontein and Laudium Reservoirs that had run empty. The said reservoirs have now recovered to 54% and 90%, respectively. However, some of the areas that remain affected include the Centurion area, as well as new reservoirs, namely the Mooikloof, Klapperkop, Mnandi and Lotus Gardens Reservoirs, which are at critically low levels or empty. The City wishes to reiterate its c"
59212,2023-07-14T14:06:46,Water supply interruption affecting Marabastad and nearby areas,incident_candidate,https://www.tshwane.gov.za/?p=59212,"14 July 2023 The City of Tshwane is aware of a water supply interruption that has affected the Marabastad vicinity. A team of technicians had to shut down the water supply yesterday to effect the necessary repair work on a burst water pipe in Marabastad. The team has managed to conclude repairs just after noon today and the water supply has been opened. However, given that the system was empty, the network still needs to fill up before the supply normalises. The City pleads for patience during t"
59216,2023-07-14T14:23:20,Power trip at Mapleton Booster Pumping Station affects water supply to Tshwane,incident_candidate,https://www.tshwane.gov.za/?p=59216,"14 July 2023 The water utility, Rand Water, has informed the City of Tshwane that an additional power trip occurred last night, 13 July 2023, at Mapleton Booster Pumping Station affecting water pumping capacity at Engine Room 1. The Mapleton Booster Pumping Station pumps water that supplies Rand Water reservoirs in Pretoria East. According to the utility, technicians are on-site busy with fault finding and therefore the estimated time of restoration is not yet available. The power interruption h"
59290,2023-07-20T14:09:50,Unplanned water supply interruption affecting several parts in Region 3,incident_candidate,https://www.tshwane.gov.za/?p=59290,The City of Tshwane is aware of a water supply interruption that has affected parts of Region 3. A team of technicians had to shut down the water supply yesterday evening at Waterkloof Reservoir to effect the necessary repair work on a damaged water pipe along Jan Shoba Street. The following areas are affected: Bailey’s Muckleneuk Brooklyn Groenkloof Lynnwood Menlo Park Nieuw Muckleneuk Waterkloof The team has managed to conclude repairs this morning and the water supply has been opened. However
59300,2023-07-21T12:18:51,Executive Mayor of Tshwane calls on Rand Water to urgently address supply challenges affecting large parts of the city,incident_candidate,https://www.tshwane.gov.za/?p=59300,"Recently, the City of Tshwane has been through a spate of water shortages due to Rand Water failures. The situation has now reached levels that are simply unacceptable. Rand Water is in crisis and this affects us negatively as they are a bulk supplier providing Tshwane with over 70% of its water supply. This week, the City is yet again experiencing severe water shortages in Soshanguve and Mabopane, leading to some protest action by frustrated residents. In this regard, I would like to call for p"
59744,2023-08-25T12:52:40,Power dip affecting the Rand Water Zuikerbosch Treatment Plant resolved,incident_candidate,https://www.tshwane.gov.za/?p=59744,"Media alert 25 August 2023 The City of Tshwane is aware of certain areas within the metropolitan municipality experiencing low water pressure to no water at all as of today, 25 August 2023. The water shortages are a result of Rand Water’s Zuikerbosch Water Treatment Plant having suffered a power dip that resulted in the operational failure of the plant, which simply means that it could not pump. The power dip resulted in the depletion of the following Rand Water systems: Zwartkopjes System Eiken"
60704,2023-09-21T11:36:51,Water supply interruption affecting Sunnyside and surrounding areas,incident_candidate,https://www.tshwane.gov.za/?p=60704,Media alert 21 September 2023 The City of Tshwane is aware of a water supply interruption impacting Sunnyside and surrounding areas. The City’s team of technicians had to shut down the water supply in order to effect repairs on a continuous water leak in the Salvokop Reservoir supply zone. The water supply will be restored as soon as the repairs are concluded. The following areas are affected: Arcadia Part of Muckleneuk (north of the railway line) Part of the Pretoria CBD (south of Minnaar Stree
60821,2023-09-21T14:58:11,Rand Water’s Zuikerbosch Water Treatment Plant affected by severe thunderstorm,incident_candidate,https://www.tshwane.gov.za/?p=60821,"On Thursday, 21 September 2023, Rand Water informed the City of Tshwane about their Zuikerbosch Water Treatment Plant that had experienced a power trip which affected production. This follows disruptions in operations due to a severe thunderstorm that occurred around midnight on Tuesday, 19 September 2023. Attempts to restart the plant revealed faults along the overhead power lines supplying the plant. The power failure resulted in the loss in production of 2 000 million litres of water per day."
61059,2023-09-22T14:59:02,Update on water outages after Rand Water’s Zuikerbosch Water Treatment Plant was affected by severe thunderstorm,incident_candidate,https://www.tshwane.gov.za/?p=61059,"Media Statement 22 September 2023 Today, 22 September 2023, Rand Water informed the City of Tshwane that their bulk water supply system has improved following the thunderstorm and subsequent power trip that affected their Zuikerbosch Water Treatment Plant on 19 and 21 September 2023. Furthermore, Rand Water informed the City that their Klipfontein Reservoir, which supplies Hartebeeshoek Reservoir, has improved, and water will be released to Hartebeeshoek Reservoir, which feeds the Soshanguve, Ga"
63434,2023-10-31T10:02:12,Tampering with critical gas and water infrastructure can lead to a disastrous outcome,incident_candidate,https://www.tshwane.gov.za/?p=63434,"Media statement 30 October 2023 Ald Grandi Theunissen MMC for Community Safety It has come to the attention of the Tshwane Emergency Services Department that some unknown vandals temper with Rand Water and SASOL water and gas pipelines markings in Sekampaneng Ridge near Suurman in Hamanskraal. It is alleged that the infrastructure is vandalised for theft of ferrous metals. The risks associated with the destruction of high-pressure water and gas lines, as well as electricity infrastructure, are s"
63605,2023-11-03T15:10:06,Unplanned water supply interruption affecting Mamelodi and nearby areas,incident_candidate,https://www.tshwane.gov.za/?p=63605,"The City of Tshwane Water and Sanitation Department team of plumbers is attending to a major water leak on the bulk pipeline which supplies the Mamelodi R3 and R4 Reservoirs. The team is currently scouring the bulk pipeline and, once the supply line is empty, repair work will be effected immediately. The following areas are affected: Franspoort 332-JR Gem Valley Ext 1, 2, 3, 4 and 16 Glenway Estate Leeuwfontein 299-JR and 427-JR Lusaka Mahube Valley Mahube Valley Ext 1, 2, 3, 20, 21, 32 and 33 M"
66029,2023-12-13T15:49:27,City of Tshwane on high alert following cholera outbreak in Zimbabwe,incident_candidate,https://www.tshwane.gov.za/?p=66029,"Media statement 13 December 2023 Cllr Rina Marx MMC for Health The national Department of Health has issued an advisory calling for preparedness in South Africa amid the ongoing outbreak of cholera in neighbouring countries, most notably Zimbabwe. Given that cross-border travel is expected to increase due to the festive season, the City of Tshwane Health Department would like to encourage residents to take the necessary precautions. Cholera is contracted through water or food contaminated with t"
66246,2024-01-05T11:34:41,Update: Unplanned water supply interruption affecting Queenswood and nearby areas,incident_candidate,https://www.tshwane.gov.za/?p=66246,"The team of plumbers from the City of Tshwane’s Water and Sanitation Department yesterday attended to a major water leak on the main bulk pipeline which supplies the Queenswood East and West Reservoirs. Repairs on the pipeline were completed in the early hours of the morning and the water supply was restored. However, a setback was experienced this morning after it was discovered that a pipe is leaking next to the repairs. The team will isolate and expose the pipe. The following areas are affect"
66482,2024-01-15T14:48:00,City of Tshwane remains on alert to possible cholera outbreak,incident_candidate,https://www.tshwane.gov.za/?p=66482,"Media statement 15 January 2024 Cllr Rina Marx MMC for Health With the anticipation of community members returning after travelling during the festive period and the reopening of factories and schools, the City of Tshwane Health Department is on high alert to manage a possible cholera outbreak. Cholera is contracted through water or food contaminated with the cholera bacteria ( vibrio cholera ) and early treatment is critical. Community members are urged to immediately present to their nearest h"
67838,2024-02-14T15:32:28,Unplanned water supply interruption affecting Mamelodi and Eersterust,incident_candidate,https://www.tshwane.gov.za/?p=67838,"The team of plumbers of the City of Tshwane Water and Sanitation Department is attending to an emergency leak on the water supply line to the Mamelodi R1 and Eersterust Reservoirs. The leak has forced the team to abruptly cut the water supply to the areas that are supplied by the above-mentioned reservoirs in order to effect the repairs. The following areas are affected: Derdepoort 326-JR Derdepoortpark Ext 2 Despatch Eersterust Eersterust Ext 2, 3, 4, 5 and 6 Hartebeespoort 328-JR Jan Niemandpa"
67955,2024-02-15T08:57:51,City of Tshwane responds to water supply challenges in some parts of Mabopane,incident_candidate,https://www.tshwane.gov.za/?p=67955,"Media statement 14 February 2024 Cllr Themba Fosi MMC for Utilities and Regional Operations and Coordination The City of Tshwane wishes to address the current situation regarding the water supply in the Mabopane area, specifically in Block C and D. The water team was engaged in urgent repair work in Mabopane Block D to address a significant leak. Unfortunately, during these repair efforts an electricity cable was inadvertently damaged. We have notified Eskom of the situation and our teams are st"
67999,2024-02-15T15:09:23,Vandalism and cable theft at Temba Waste Water Treatment Works threatens service delivery,incident_candidate,https://www.tshwane.gov.za/?p=67999,"Media statement 15 February 2024 Cllr Themba Fosi MMC for Utilities and Regional Operations and Coordination The City of Tshwane strongly condemns the recent acts of vandalism and theft at Temba Waste Water Treatment Works (WWTW). On 12 February 2024, there was a reported case of cable theft and vandalism of panels at the Temba inlet works, resulting in an estimated cost of R250 000 in damages. Subsequently on 14 February 2024, another incident of cable theft and further vandalism of panels was "
70434,2024-03-22T12:47:27,City of Tshwane condemns possible sabotage of water infrastructure in Rethabiseng,incident_candidate,https://www.tshwane.gov.za/?p=70434,"The City of Tshwane, in the strongest possible terms, condemns probable acts of sabotage by characters who are depriving residents of their right to clean, potable water in and around the Rethabiseng area, which is situated between Bronkhorstspruit and Ekangala in Region 7. Yesterday, 19 March 2024, the City reported that water had been restored in Ekangala and Rethabiseng, with the exception of Rethabiseng Ext 4, due to challenges experienced with the infrastructure network connection. Some par"
70449,2024-03-22T12:57:17,Power failure affecting operations at Bronkhorstspruit Water Treatment Plant,incident_candidate,https://www.tshwane.gov.za/?p=70449,"Residents of Region 7 are informed about an interruption of operations at Bronkhorstspruit Water Treatment Plant due to a power failure. The plant is currently off, and technicians are on site carrying out investigations with a view to effecting the necessary repairs. The estimated time for restoration is currently unknown. The following areas may be affected as time goes on: Bronkhorstspruit Town Cultura Park Ekandustria Ekangala Masada Rethabiseng Riamarpark Thembisile Hani Local Municipality "
74224,2024-06-14T10:02:44,Continuation of emergency repairs to a bulk pipeline which supplies Zithobeni Reservoir,incident_candidate,https://www.tshwane.gov.za/?p=74224,"Today, 14 June 2024 , the City of Tshwane’s Bulk Water Supply Section will continue with emergency repairs to a major leak on a main bulk pipeline which supplies Zithobeni Reservoir in Region 7. The work in question is a continuation from the initial repairs to the leak on the main bulk pipeline which the City’s technicians carried out, 12 June 2024 . This inevitable work will unfortunately result in a 14-hour water supply interruption from 07:00 to 21:00 in the following areas: Bronkhorstspruit"
77772,2024-08-27T15:52:15,Rand Water to carry out urgent upgrades on some bulk meters in Tshwane,incident_candidate,https://www.tshwane.gov.za/?p=77772,"The City of Tshwane has been notified by Rand Water about an urgent need to replace and upgrade some of the bulk water meters that supply various reservoirs of the metropolitan’s regions. Where possible, the affected reservoirs will be filled to capacity prior to the maintenance work. However, the water supply may be interrupted during the upkeep period. Residents are therefore urged to use water sparingly. Below is the schedule depicting areas that might be affected by the interruption: Meters "
77959,2024-09-04T14:11:46,Urgent shutdown of water supply to Rosslyn and nearby areas,incident_candidate,https://www.tshwane.gov.za/?p=77959,"As of this morning, the City of Tshwane Water and Sanitation Department has shut down the water supply to Rosslyn and nearby areas to conduct an urgent replacement of two cracked 250 mm isolating valves in Van Niekerk Street in Rosslyn. The urgent work commenced at 08:00 and is scheduled to be completed by 20:00, provided there are no further challenges. The water supply shutdown may affect the following areas: BMW Vehicle Distribution Centre Klerksoord Nampak Nkwe Estate Rand Water Hartebeeshoe"
79611,2024-10-15T15:23:43,Temba Water Treatment Works to remain off pending raw water test results,incident_candidate,https://www.tshwane.gov.za/?p=79611,"The City of Tshwane’s Temba Water Treatment Works that supplies water to Hammanskraal and surrounding areas will remain off pending the improvement of the water quality from the Leeuwkraal Dam, from which Temba Water Treatment Works sources its raw water for treatment to potable standards. Temba Water Treatment Works was shut down on Monday, 7 October 2024, after the City’s technicians discovered that there was sewer contamination in the Leeuwkraal Dam. Pumping had to stop to avoid supplying poo"
80260,2024-10-31T09:38:15,Water supply interruption affecting Soshanguve Block DD Reservoir,incident_candidate,https://www.tshwane.gov.za/?p=80260,"Today, 30 October 2024, the City of Tshwane’s bulk water services shut down the water supply to Soshanguve Block DD Reservoir to attend to a leak on the supply pipeline. The team on-site has discovered a major crack on the said pipeline which requires emergency repairs. Regrettably, in order to repair the leak, technicians are compelled to drain both Soshanguve DD Reservoirs which will negatively impact on the water provision to Soshanguve and nearby areas. It is not yet known when the repairs w"
80487,2024-11-07T14:36:33,Update on City of Tshwane reservoirs that were affected by Rand Water’s Palmiet Booster Station power trip,incident_candidate,https://www.tshwane.gov.za/?p=80487,"The City of Tshwane has been notified by Rand Water that its Palmiet Booster Pump Station is now pumping at full capacity following yesterday’s power trip that affected operations at the pump station. The trip resulted in the depletion of the water utility’s Klipriviersberg, Klipfontein, Brakfontein and Hartebeesthoek Reservoirs that supply some of the City’s reservoirs. According to Rand Water, the affected reservoirs’ levels have shown positive signs of improvement since pumping was optimised."
80572,2024-11-08T14:46:12,City of Tshwane reservoirs still at extremely low levels,incident_candidate,https://www.tshwane.gov.za/?p=80572,"Media statement 8 November 2024 City of Tshwane reservoirs that are supplied by Rand Water’s Klipriviersberg, Klipfontein, Brakfontein and Hartebeesthoek Reservoirs continue to experience extremely low levels or no water at all. This follows a power trip at the water utility’s Palmiet Booster Pump Station, which occurred on Wednesday, 6 November 2024. This morning, Rand Water informed the City that it has now opened additional inlet valves into Hartebeesthoek Reservoir to increase its level to a"
